_id,workType,module_id,trainer_name,date,start_time,end_time,testName
66138e38e10537e85f4fe2e4,Assessment,6613824114564315c840208f,Michael Leovalan,2024-04-25T12:06:27Z,2024-04-29T04:17:50Z,2024-04-24T04:49:56Z,Operative coherent
66138e38e10537e85f4fe2e5,Training,6613824114564315c840209a,Nivya V,2024-04-01T15:02:22Z,2024-05-09T18:27:12Z,2024-04-05T09:40:23Z,Triple-buffered coherent
66138e38e10537e85f4fe2e6,Training,6613824114564315c840208d,Siddharth Sridhar,2024-04-07T02:46:07Z,2024-05-18T02:30:08Z,2024-05-27T15:24:32Z,Diverse impactful
66138e38e10537e85f4fe2e7,Assessment,6613824114564315c8402087,Achyuth Pramod C,2024-04-03T10:11:51Z,2024-05-22T03:40:14Z,2024-05-18T10:57:20Z,Extended optimal
66138e38e10537e85f4fe2e8,Training,6613824114564315c840208c,Sameer Basha B,2024-04-09T23:49:01Z,2024-04-02T02:51:05Z,2024-05-07T23:05:13Z,Optional object-oriented
66138e38e10537e85f4fe2e9,Training,6613824114564315c8402086,Sameer Basha B,2024-05-19T15:06:21Z,2024-05-03T14:37:32Z,2024-05-09T12:27:35Z,Open-source multi-state
66138e38e10537e85f4fe2ea,Training,6613824114564315c8402085,Swatikka C,2024-04-14T22:44:59Z,2024-05-20T01:40:59Z,2024-05-02T05:24:53Z,Virtual dynamic
66138e38e10537e85f4fe2eb,Training,6613824114564315c8402088,Naga Sandeep Reddy P,2024-05-02T11:25:56Z,2024-05-27T23:12:00Z,2024-04-11T02:40:53Z,Synchronised secondary
66138e38e10537e85f4fe2ec,Training,6613824114564315c8402097,Livin Albert B,2024-05-12T23:35:39Z,2024-05-26T14:48:04Z,2024-05-02T14:14:30Z,Customizable mission-critical
66138e38e10537e85f4fe2ed,Training,6613824114564315c8402092,Pichhapati Venkata Naveen,2024-04-03T04:51:13Z,2024-05-17T13:13:42Z,2024-04-18T12:19:50Z,Optional exuding
66138e38e10537e85f4fe2ee,Training,6613824114564315c8402099,Kanike Lakshmi Narayana,2024-05-13T21:08:29Z,2024-04-07T10:18:41Z,2024-05-10T12:42:47Z,Cross-platform discrete
66138e38e10537e85f4fe2ef,Training,6613824114564315c8402092,Vendeeshwaran C,2024-05-05T01:41:33Z,2024-05-02T11:44:15Z,2024-04-20T22:57:32Z,Multi-tiered system-worthy
66138e38e10537e85f4fe2f0,Training,6613824114564315c8402089,Kanike Lakshmi Narayana,2024-05-15T13:31:17Z,2024-04-15T23:36:10Z,2024-05-21T23:51:20Z,Realigned heuristic
66138e38e10537e85f4fe2f1,Assessment,6613824114564315c8402099,Swatikka C,2024-04-29T23:26:45Z,2024-05-02T09:12:03Z,2024-04-23T23:04:39Z,Seamless clear-thinking
66138e38e10537e85f4fe2f2,Training,6613824114564315c8402088,Likhitha Gurram,2024-04-18T05:00:30Z,2024-05-04T05:44:39Z,2024-05-27T23:49:50Z,Universal heuristic
66138e38e10537e85f4fe2f3,Training,6613824114564315c8402096,Kundan Kumar S,2024-04-24T07:46:46Z,2024-05-10T06:36:33Z,2024-05-09T01:50:45Z,Versatile clear-thinking
66138e38e10537e85f4fe2f4,Training,6613824114564315c840209a,Dhaneshwaran D,2024-05-12T07:48:09Z,2024-04-07T15:09:36Z,2024-04-14T22:07:41Z,Quality-focused bi-directional
66138e38e10537e85f4fe2f5,Training,6613824114564315c840208d,Sivamalini V,2024-05-26T20:25:21Z,2024-05-11T01:26:43Z,2024-04-15T17:08:27Z,De-engineered fault-tolerant
66138e38e10537e85f4fe2f6,Assessment,6613824114564315c8402098,Kundan Kumar S,2024-05-09T11:15:02Z,2024-04-21T12:17:18Z,2024-05-09T12:23:05Z,Synergized coherent
66138e38e10537e85f4fe2f7,Training,6613824114564315c8402094,Felix Raj C,2024-04-10T00:33:03Z,2024-04-25T02:47:12Z,2024-05-10T05:55:39Z,Reduced intangible
66138e38e10537e85f4fe2f8,Training,6613824114564315c8402087,Naveen Kumar S,2024-05-06T14:00:23Z,2024-05-18T00:28:57Z,2024-04-24T10:37:51Z,Virtual empowering
66138e38e10537e85f4fe2f9,Assessment,6613824114564315c8402095,Sachinvias Gopalakrishnan,2024-05-12T12:40:55Z,2024-05-01T00:00:50Z,2024-05-31T14:53:59Z,Front-line explicit
66138e38e10537e85f4fe2fa,Training,6613824114564315c8402085,Harish P,2024-05-12T02:20:53Z,2024-04-10T02:20:01Z,2024-04-04T17:20:01Z,Customer-focused upward-trending
66138e38e10537e85f4fe2fb,Training,6613824114564315c8402097,Vignesh Anantharaj,2024-04-20T15:00:12Z,2024-05-15T07:07:06Z,2024-04-05T04:20:16Z,Open-architected bandwidth-monitored
66138e38e10537e85f4fe2fc,Training,6613824114564315c8402090,Lavanya R,2024-04-15T00:20:51Z,2024-04-16T18:26:37Z,2024-04-22T01:22:49Z,Progressive clear-thinking
66138e38e10537e85f4fe2fd,Training,6613824114564315c8402093,Kundan Kumar S,2024-05-08T18:42:27Z,2024-04-30T11:29:31Z,2024-05-12T03:11:33Z,Multi-channelled solution-oriented
66138e38e10537e85f4fe2fe,Training,6613824114564315c8402094,Sachinvias Gopalakrishnan,2024-05-19T06:54:43Z,2024-04-28T08:55:05Z,2024-04-07T20:39:35Z,User-friendly demand-driven
66138e38e10537e85f4fe2ff,Assessment,6613824114564315c8402087,Likhitha Gurram,2024-04-23T15:47:58Z,2024-04-18T20:14:30Z,2024-05-01T14:32:20Z,Ameliorated explicit
66138e38e10537e85f4fe300,Training,6613824114564315c8402090,Rishikar B,2024-04-06T09:20:06Z,2024-05-07T12:40:48Z,2024-04-16T04:17:06Z,Persistent leading
66138e38e10537e85f4fe301,Training,6613824114564315c8402099,Kundan Kumar S,2024-05-22T20:10:16Z,2024-04-11T23:09:48Z,2024-05-16T08:43:42Z,Synergistic systemic
66138e38e10537e85f4fe302,Training,6613824114564315c840208c,Babu G,2024-04-25T02:47:32Z,2024-05-21T15:22:17Z,2024-04-20T00:40:50Z,Synergized full-range
66138e38e10537e7916ba014,Training,6613824114564315c8402093,Hariharan N,2024-05-25T06:49:26Z,2024-04-22T13:12:08Z,2024-05-26T20:20:58Z,Inverse fault-tolerant
66138e38e10537e7916ba015,Assessment,6613824114564315c8402097,Anto Arokia Mary N L,2024-05-09T08:18:30Z,2024-04-25T04:43:44Z,2024-04-25T08:48:19Z,Realigned full-range
66138e38e10537e7916ba016,Assessment,6613824114564315c8402097,Hariharan N,2024-05-03T06:07:38Z,2024-04-18T12:05:12Z,2024-05-15T08:45:33Z,Optional encompassing
66138e38e10537e7916ba017,Assessment,6613824114564315c8402099,Anto Arokia Mary N L,2024-05-11T16:14:10Z,2024-05-06T02:12:26Z,2024-05-30T19:15:18Z,Reverse-engineered demand-driven
66138e38e10537e7916ba018,Training,6613824114564315c8402088,Kanike Lakshmi Narayana,2024-05-06T11:42:49Z,2024-05-08T01:51:48Z,2024-05-11T04:54:24Z,Fundamental motivating
66138e38e10537e7916ba019,Training,6613824114564315c8402094,Sriram Krishnamoorthy,2024-04-25T18:36:00Z,2024-04-03T10:14:21Z,2024-04-11T22:56:56Z,Face to
66138e38e10537e7916ba01a,Assessment,6613824114564315c840208b,Anto Arokia Mary N L,2024-04-07T19:56:56Z,2024-04-14T14:29:31Z,2024-04-04T05:32:53Z,Ameliorated regional
66138e38e10537e7916ba01b,Assessment,6613824114564315c8402085,Felix Raj C,2024-04-01T08:41:43Z,2024-05-11T10:14:21Z,2024-04-29T15:41:12Z,Multi-channelled holistic
66138e38e10537e7916ba01c,Assessment,6613824114564315c840208a,Babu G,2024-05-01T06:38:49Z,2024-04-06T11:04:26Z,2024-04-25T12:19:17Z,Synchronised client-server
66138e38e10537e7916ba01d,Assessment,6613824114564315c8402092,Hariharan N,2024-06-01T15:14:13Z,2024-04-14T06:34:27Z,2024-04-03T10:45:13Z,Centralized stable
66138e38e10537e7916ba01e,Training,6613824114564315c8402093,Venkata Charan Kumar Maddula,2024-05-17T11:49:51Z,2024-05-01T07:08:35Z,2024-04-13T09:23:18Z,Upgradable executive
66138e38e10537e7916ba01f,Assessment,6613824114564315c8402095,Prasanth S,2024-05-03T12:37:23Z,2024-04-28T20:17:46Z,2024-05-11T15:35:49Z,Future-proofed systematic
66138e38e10537e7916ba020,Training,6613824114564315c8402094,Pooja Nareshsinh Thakur,2024-05-26T15:29:35Z,2024-04-24T03:26:48Z,2024-04-30T12:20:59Z,Organized discrete
66138e38e10537e7916ba021,Assessment,6613824114564315c840208d,Livin Albert B,2024-06-01T21:17:07Z,2024-04-16T21:01:15Z,2024-05-18T17:04:09Z,Diverse systemic
66138e38e10537e7916ba022,Training,6613824114564315c8402089,Himanshu Soni,2024-05-08T01:13:07Z,2024-05-30T01:44:21Z,2024-05-14T23:03:47Z,Fully-configurable impactful
66138e38e10537e7916ba023,Assessment,6613824114564315c8402087,Swatikka C,2024-05-31T04:26:55Z,2024-04-25T16:52:27Z,2024-05-06T04:31:59Z,Stand-alone optimal
66138e38e10537e7916ba024,Training,6613824114564315c8402086,Pichhapati Venkata Naveen,2024-05-16T08:58:16Z,2024-05-19T21:08:05Z,2024-05-28T15:13:43Z,Reverse-engineered well-modulated
66138e38e10537e7916ba025,Training,6613824114564315c840209a,Gayathri G S,2024-05-06T01:44:38Z,2024-04-16T16:42:11Z,2024-05-15T07:15:50Z,Proactive next
66138e38e10537e7916ba026,Training,6613824114564315c8402085,Dhaneshwaran D,2024-05-27T07:44:29Z,2024-05-08T02:11:26Z,2024-04-26T21:20:41Z,Integrated attitude-oriented
66138e38e10537e7916ba027,Training,6613824114564315c840208f,Gayathri V,2024-04-22T12:38:00Z,2024-04-14T14:31:29Z,2024-04-18T10:00:25Z,Total full-range
66138e38e10537e7916ba028,Assessment,6613824114564315c8402099,Livin Albert B,2024-04-11T08:01:18Z,2024-05-19T15:37:07Z,2024-05-27T12:10:10Z,Integrated motivating
66138e38e10537e7916ba029,Training,6613824114564315c840208a,Felix Raj C,2024-04-06T13:33:03Z,2024-04-17T14:48:50Z,2024-05-07T13:38:46Z,Enhanced bi-directional
66138e38e10537e7916ba02a,Training,6613824114564315c840208c,Kundan Kumar S,2024-04-05T17:57:21Z,2024-04-27T14:09:25Z,2024-04-13T16:55:56Z,Robust demand-driven
66138e38e10537e7916ba02b,Assessment,6613824114564315c8402091,Satyam Pandey S,2024-05-27T17:35:04Z,2024-05-31T09:04:56Z,2024-05-09T07:56:36Z,Synergistic directional
66138e38e10537e7916ba02c,Assessment,6613824114564315c8402093,Sameer Basha B,2024-05-07T09:33:56Z,2024-05-19T13:43:30Z,2024-05-28T15:50:45Z,Down-sized system-worthy
66138e38e10537e7916ba02d,Training,6613824114564315c8402090,Christopher D,2024-05-04T08:48:49Z,2024-04-30T08:41:22Z,2024-05-17T03:25:22Z,Realigned zero
66138e38e10537e7916ba02e,Training,6613824114564315c840209a,Rishikar B,2024-04-10T08:21:08Z,2024-04-06T05:30:04Z,2024-05-12T08:15:27Z,User-friendly tangible
66138e38e10537e7916ba02f,Training,6613824114564315c8402087,Neshanth G,2024-05-01T21:03:31Z,2024-04-15T09:28:50Z,2024-04-25T03:38:26Z,Reactive heuristic
66138e38e10537e7916ba030,Training,6613824114564315c8402088,Rishikar B,2024-04-15T23:39:22Z,2024-04-29T10:17:28Z,2024-04-17T22:08:55Z,Visionary user-facing
66138e38e10537e7916ba031,Assessment,6613824114564315c840209a,Vikas Vyavhare,2024-04-19T23:20:15Z,2024-04-11T17:19:30Z,2024-04-30T15:16:25Z,Intuitive incremental
66138e38e10537e7916ba032,Training,6613824114564315c8402099,Pooja Nareshsinh Thakur,2024-05-04T23:22:29Z,2024-05-17T02:51:33Z,2024-05-28T10:16:21Z,Universal secondary
66138e38e10537e8c57ab21c,Training,6613824114564315c8402088,Christopher Raj,2024-05-09T11:41:20Z,2024-04-11T09:27:00Z,2024-05-03T11:57:07Z,Ameliorated bandwidth-monitored
66138e38e10537e8c57ab21d,Assessment,6613824114564315c840208d,Himanshu Soni,2024-04-02T08:04:57Z,2024-04-07T18:10:14Z,2024-04-30T14:22:37Z,Expanded directional
66138e38e10537e8c57ab21e,Training,6613824114564315c8402089,Sachinvias Gopalakrishnan,2024-05-13T22:13:57Z,2024-04-20T21:30:33Z,2024-04-27T09:10:31Z,Customer-focused optimal
66138e38e10537e8c57ab21f,Assessment,6613824114564315c8402098,Vignesh Anantharaj,2024-05-20T21:49:33Z,2024-05-26T06:57:26Z,2024-04-23T02:13:44Z,Business-focused scalable
66138e38e10537e8c57ab220,Assessment,6613824114564315c840208a,Michael Leovalan,2024-05-24T22:15:10Z,2024-04-02T21:37:25Z,2024-05-17T05:36:52Z,Secured upward-trending
66138e38e10537e8c57ab221,Assessment,6613824114564315c840209a,Akkim Balaji C,2024-04-16T02:44:33Z,2024-05-07T10:23:27Z,2024-04-21T18:51:06Z,Cross-group leading
66138e38e10537e8c57ab222,Assessment,6613824114564315c840208f,Pichhapati Venkata Naveen,2024-05-24T13:51:08Z,2024-04-16T06:31:28Z,2024-04-17T12:47:15Z,Seamless solution-oriented
66138e38e10537e8c57ab223,Training,6613824114564315c8402090,Pichhapati Venkata Naveen,2024-05-17T19:55:36Z,2024-05-27T04:11:22Z,2024-05-18T10:53:18Z,Vision-oriented explicit
66138e38e10537e8c57ab224,Training,6613824114564315c840208e,Vikas Vyavhare,2024-05-19T13:44:25Z,2024-04-05T22:33:15Z,2024-04-25T11:58:10Z,Advanced user-facing
66138e38e10537e8c57ab225,Assessment,6613824114564315c8402094,Lejoy J,2024-04-29T10:19:51Z,2024-05-17T09:59:06Z,2024-04-24T03:44:24Z,Extended well-modulated
66138e38e10537e8c57ab226,Assessment,6613824114564315c8402094,Purvaja Vashistha,2024-04-07T17:37:30Z,2024-04-12T03:59:06Z,2024-04-15T13:11:42Z,Streamlined coherent
66138e38e10537e8c57ab227,Training,6613824114564315c8402085,Ankit Kumar Mishra,2024-05-01T03:13:32Z,2024-04-18T07:45:03Z,2024-04-24T12:09:59Z,Synergistic directional
66138e38e10537e8c57ab228,Training,6613824114564315c8402091,Himanshu Soni,2024-05-18T03:22:36Z,2024-05-28T14:32:51Z,2024-05-29T08:38:30Z,Implemented background
66138e38e10537e8c57ab229,Training,6613824114564315c8402098,Kundan Kumar S,2024-05-04T08:38:47Z,2024-05-08T06:01:29Z,2024-04-22T07:58:34Z,Centralized mission-critical
66138e38e10537e8c57ab22a,Assessment,6613824114564315c8402093,Rekha Anandan,2024-04-13T10:11:56Z,2024-05-29T12:25:18Z,2024-04-04T03:54:16Z,Fully-configurable user-facing
66138e38e10537e8c57ab22b,Training,6613824114564315c8402096,Venkata Charan Kumar Maddula,2024-04-05T07:04:44Z,2024-05-04T06:12:43Z,2024-04-24T18:34:56Z,Versatile client-driven
66138e38e10537e8c57ab22c,Training,6613824114564315c840208c,Dhanasekar Murugan,2024-05-04T15:05:15Z,2024-05-09T21:18:21Z,2024-05-11T15:32:47Z,Monitored cohesive
66138e38e10537e8c57ab22d,Training,6613824114564315c8402088,Lavanya R,2024-04-25T04:24:20Z,2024-05-12T20:37:03Z,2024-05-05T11:57:25Z,Multi-channelled incremental
66138e38e10537e8c57ab22e,Training,6613824114564315c8402091,Sachinvias Gopalakrishnan,2024-05-01T17:47:09Z,2024-04-03T17:21:37Z,2024-05-21T22:38:04Z,Multi-lateral cohesive
66138e38e10537e8c57ab22f,Training,6613824114564315c840208e,Vigneshwaran Jeyakumar,2024-05-02T16:53:12Z,2024-04-13T06:35:56Z,2024-04-24T12:02:44Z,Automated static
66138e38e10537e8c57ab230,Training,6613824114564315c8402098,Venkata Charan Kumar Maddula,2024-04-22T11:34:25Z,2024-04-23T10:53:19Z,2024-05-20T14:35:04Z,Extended optimizing
66138e38e10537e8c57ab231,Training,6613824114564315c8402095,Achyuth Pramod C,2024-05-22T09:48:01Z,2024-05-11T05:14:56Z,2024-04-02T16:26:43Z,Synergized static
66138e38e10537e8c57ab232,Training,6613824114564315c8402087,Rishikar B,2024-04-02T00:56:16Z,2024-05-20T21:33:56Z,2024-04-06T02:08:35Z,Total high-level
66138e38e10537e8c57ab233,Training,6613824114564315c8402095,Gayathri G S,2024-04-27T04:43:52Z,2024-04-06T19:25:21Z,2024-05-06T09:34:36Z,Monitored high-level
66138e38e10537e8c57ab234,Training,6613824114564315c8402093,Dhaneshwaran D,2024-05-04T20:53:14Z,2024-04-01T15:11:31Z,2024-05-31T19:09:21Z,Multi-layered exuding
66138e38e10537e8c57ab235,Assessment,6613824114564315c8402099,Ankit Kumar Mishra,2024-05-02T20:55:18Z,2024-05-23T17:13:25Z,2024-04-01T20:48:20Z,Synergized zero
66138e38e10537e8c57ab236,Training,6613824114564315c8402093,Rishikar B,2024-05-17T06:14:47Z,2024-05-11T01:09:41Z,2024-05-19T10:54:50Z,Monitored intermediate
66138e38e10537e8c57ab237,Assessment,6613824114564315c8402088,Kundan Kumar S,2024-04-28T12:44:55Z,2024-05-16T22:10:47Z,2024-05-06T05:45:25Z,Switchable local
66138e38e10537e8c57ab238,Assessment,6613824114564315c840208b,Lejoy J,2024-04-10T04:14:04Z,2024-05-07T11:24:17Z,2024-05-07T05:20:50Z,Quality-focused exuding
66138e38e10537e8c57ab239,Training,6613824114564315c8402093,Harish P,2024-04-23T05:32:24Z,2024-05-23T15:04:58Z,2024-05-20T23:50:52Z,Cross-group optimizing
66138e38e10537e8c57ab23a,Training,6613824114564315c8402098,Lejoy J,2024-04-11T05:32:25Z,2024-04-29T22:58:42Z,2024-04-27T13:55:40Z,Balanced 5th
66138e38e10537e83cb672ac,Training,6613824114564315c8402099,Pichhapati Venkata Naveen,2024-04-14T11:58:24Z,2024-05-20T05:26:09Z,2024-05-30T17:21:40Z,Persistent multi-tasking
66138e38e10537e83cb672ad,Training,6613824114564315c8402097,Sathish Kumar V,2024-05-16T20:17:27Z,2024-04-06T14:33:32Z,2024-05-09T01:08:48Z,Cross-platform bi-directional
66138e38e10537e83cb672ae,Training,6613824114564315c840208f,Rajasundar Murugan Nadar C,2024-06-01T01:04:53Z,2024-05-28T19:46:17Z,2024-05-11T12:59:08Z,Synchronised explicit
66138e38e10537e83cb672af,Training,6613824114564315c840208d,Achyuth Pramod C,2024-05-16T03:50:28Z,2024-05-24T15:39:38Z,2024-05-02T08:19:57Z,Distributed 5th
66138e38e10537e83cb672b0,Training,6613824114564315c840208f,Rekha Anandan,2024-05-10T17:09:57Z,2024-05-30T17:26:57Z,2024-04-19T23:21:55Z,Inverse dedicated
66138e38e10537e83cb672b1,Training,6613824114564315c8402099,Dhaneshwaran D,2024-04-19T14:25:43Z,2024-04-12T23:48:41Z,2024-04-21T16:39:23Z,Devolved content-based
66138e38e10537e83cb672b2,Assessment,6613824114564315c8402096,Rishikar B,2024-05-24T20:50:49Z,2024-04-12T10:28:43Z,2024-04-13T15:14:04Z,Self-enabling coherent
66138e38e10537e83cb672b3,Training,6613824114564315c840208d,Nivya V,2024-04-13T00:17:01Z,2024-04-12T19:54:18Z,2024-05-06T21:47:07Z,De-engineered disintermediate
66138e38e10537e83cb672b4,Training,6613824114564315c840208e,Venkata Charan Kumar Maddula,2024-05-27T10:57:42Z,2024-05-10T07:46:09Z,2024-05-17T07:01:14Z,Universal radical
66138e38e10537e83cb672b5,Training,6613824114564315c8402096,Dhaneshwaran D,2024-05-21T11:37:27Z,2024-04-15T14:45:09Z,2024-05-27T13:58:33Z,Right-sized optimal
66138e38e10537e83cb672b6,Training,6613824114564315c8402091,Dhaneshwaran D,2024-04-17T18:55:59Z,2024-04-02T02:52:04Z,2024-05-04T18:37:32Z,Horizontal mission-critical
66138e38e10537e83cb672b7,Training,6613824114564315c8402095,Gopinath Ramesh,2024-05-04T00:27:59Z,2024-05-11T04:53:18Z,2024-04-03T22:00:49Z,Monitored directional
66138e38e10537e83cb672b8,Training,6613824114564315c8402087,Christopher Raj,2024-05-15T13:25:59Z,2024-05-23T00:16:04Z,2024-05-15T12:18:18Z,Devolved real-time
66138e38e10537e83cb672b9,Training,6613824114564315c8402097,Lejoy J,2024-05-06T13:50:57Z,2024-04-02T17:12:36Z,2024-04-24T21:21:11Z,Multi-tiered executive
66138e38e10537e83cb672ba,Training,6613824114564315c8402089,Venkata Charan Kumar Maddula,2024-04-25T18:32:24Z,2024-05-30T13:46:40Z,2024-05-31T20:27:04Z,Ameliorated systematic
66138e38e10537e83cb672bb,Training,6613824114564315c840208c,Babu G,2024-05-06T17:00:38Z,2024-04-12T17:21:35Z,2024-05-18T06:37:03Z,Multi-channelled fault-tolerant
66138e38e10537e83cb672bc,Training,6613824114564315c840208f,Sathish Kumar V,2024-04-21T15:28:11Z,2024-05-24T05:15:52Z,2024-04-02T05:50:48Z,Reactive bottom-line
66138e38e10537e83cb672bd,Training,6613824114564315c8402085,Kundan Kumar S,2024-04-12T02:48:08Z,2024-05-23T10:41:03Z,2024-05-20T15:08:17Z,Multi-tiered context-sensitive
66138e38e10537e83cb672be,Assessment,6613824114564315c8402099,Divya R,2024-04-08T09:58:48Z,2024-04-01T01:41:07Z,2024-04-23T16:24:52Z,Team-oriented discrete
66138e38e10537e83cb672bf,Assessment,6613824114564315c840208c,Christopher D,2024-04-05T10:06:35Z,2024-04-24T20:06:45Z,2024-04-14T19:10:59Z,Balanced reciprocal
66138e38e10537e83cb672c0,Training,6613824114564315c840208a,Harish P,2024-04-07T02:43:52Z,2024-05-08T06:06:16Z,2024-04-10T13:50:30Z,Extended transitional
66138e38e10537e83cb672c1,Training,6613824114564315c8402095,Himanshu Soni,2024-04-30T09:13:55Z,2024-04-18T09:51:32Z,2024-05-06T21:10:23Z,Synchronised heuristic
66138e38e10537e83cb672c2,Training,6613824114564315c8402086,Nivya V,2024-05-07T08:18:06Z,2024-04-19T21:43:56Z,2024-04-10T05:06:28Z,Optimized multi-state
