_id,TrainingName,Coe_Name,UserType,Date,WorkSessions
6613824114564315c840209a,'SQL',Blythe Jakubovitch,Employee,2024-04-10T03:41:19Z,66137d41e10537e83cb6729f
6613824114564315c840208d,'Analytics & Reporting',Everett Cornil,Intern,2024-05-19T18:55:41Z,66137d41e10537e6f9e7848e
6613824114564315c840208a,'DBT',Othilia Adamsen,Employee,2024-04-18T12:02:53Z,66137d41e10537e8928bbdbc
6613824114564315c8402096,'Quality Assurance Basics',Dimitri Albrighton,Employee,2024-05-05T09:35:27Z,66137d41e10537e740772b83
6613824114564315c8402099,'Typescript',Monti Hedman,Intern,2024-05-24T16:22:28Z,66137d41e10537e740772b88
6613824114564315c840208b,'Typescript',Seumas Gabel,Intern,2024-04-22T17:07:05Z,66137d41e10537e8d6b75c3d
6613824114564315c8402092,'ML Basics',Marya Faveryear,Intern,2024-04-25T08:48:09Z,66137d3ce10537e85f4fe2de
6613824114564315c8402091,'UI / UX Concept Figma',Hasty Farryn,Employee,2024-04-16T18:00:57Z,66137d41e10537e8d6b75c33
6613824114564315c8402088,'Data Warehouse - ETL,Puff Dobbson,Employee,2024-05-22T00:38:09Z,66137d41e10537e8a3bcefb8
6613824114564315c840208a,'DBT',Norry Clair,Employee,2024-05-02T21:58:13Z,66137d41e10537e8928bbdb7
6613824114564315c840208c,ADF',Willey Kitcat,Employee,2024-04-18T23:40:09Z,66137d41e10537e8d6b75c40
6613824114564315c8402086,'DBT',Tabbatha O'Donnelly,Employee,2024-04-29T03:54:17Z,66137d41e10537e80985c237
6613824114564315c840208e,'OS & Networking',Roseanne Zoanetti,Employee,2024-04-09T14:34:01Z,66137d41e10537e6d7ef105f
6613824114564315c8402094,'Cloud Platforms',Pippo Braga,Intern,2024-05-09T20:43:11Z,66137d41e10537e7c28559d2
6613824114564315c8402099,'Cloud Platforms',Dniren Bonifazio,Intern,2024-04-30T01:08:45Z,66137d41e10537e875099a5b
6613824114564315c8402085,'Data Warehouse - ETL,Shelby Lombardo,Employee,2024-04-16T20:10:27Z,66137d41e10537e740772b77
6613824114564315c8402089,'SQL',Rossie Thomesson,Intern,2024-05-07T02:58:44Z,66137d41e10537e7c28559ce
6613824114564315c8402094,'Analytics & Reporting',Onida Fattorini,Intern,2024-04-27T20:07:24Z,66137d41e10537e6f9e7849e
6613824114564315c8402090,'SQL',Guillema Skillman,Employee,2024-05-29T16:23:25Z,66137d41e10537e841ea2bf7
6613824114564315c8402089,'HTML & CSS',Theresina Folkerd,Intern,2024-04-10T10:36:50Z,66137d41e10537e6d7ef106e
6613824114564315c8402090,'DBT',Claudina Wagstaffe,Intern,2024-05-19T15:25:28Z,66137d41e10537e8a3bcefab
6613824114564315c840208a,ADF',Nicol Tough,Intern,2024-04-29T18:38:51Z,66137d41e10537e8a3bcefa1
6613824114564315c8402093,'Data Warehouse - ETL,Karyl Northage,Employee,2024-05-01T01:35:52Z,66137d41e10537e875099a61
6613824114564315c840208d,'Cloud Platforms',Lee Pamplin,Intern,2024-05-15T13:00:20Z,66137d41e10537e83cb67298
6613824114564315c840208b,'Python & Web Scraping',Hilton Raitt,Employee,2024-04-30T07:32:40Z,66137d41e10537e8c57ab1fd
6613824114564315c8402095,'DBT',Sharleen Burrel,Intern,2024-05-14T15:22:04Z,66137d41e10537e8b1b75e35
6613824114564315c8402096,'DBT',Jorge MacPhail,Intern,2024-05-02T21:17:48Z,66137d3ce10537e85f4fe2c7
6613824114564315c840208e,'Security Testing',Dane Petr,Intern,2024-04-15T02:14:20Z,66137d41e10537e8c57ab209
6613824114564315c8402088,'Node JS',Alvinia Menat,Employee,2024-04-21T11:03:58Z,66137d41e10537e8c57ab203
6613824114564315c840208f,'UI / UX Concept Figma',Clark Meates,Intern,2024-04-23T19:59:42Z,66137d41e10537e8d6b75c2b
6613824114564315c8402085,'Git & Version Control',Orren Loveless,Intern,2024-05-23T07:47:07Z,66137d41e10537e6c405f680
6613824114564315c8402093,'Quality Assurance Basics',Berky Crease,Employee,2024-05-17T09:01:00Z,66137d41e10537e7916b9ff9
6613824114564315c840209a,'OS & Networking',Den Whatman,Intern,2024-05-14T07:09:30Z,66137d41e10537e72c30ffa2
6613824114564315c8402086,'Node JS',Clarice Woolston,Intern,2024-04-02T08:31:44Z,66137d41e10537e7c52101f3
6613824114564315c8402085,'Cloud Platforms',Davon Heijne,Intern,2024-05-08T14:01:48Z,66137d41e10537e875099a60
6613824114564315c840209a,'React JS',Mela Vaszoly,Intern,2024-05-17T06:40:27Z,66137d41e10537e875099a54
6613824114564315c840208d,'Typescript',Vilhelmina Endicott,Intern,2024-04-01T14:59:40Z,66137d41e10537e83e6ca336
6613824114564315c8402096,'React JS',Chelsie Gauch,Intern,2024-05-02T15:29:21Z,66137d41e10537e7e7de054a
6613824114564315c8402092,'Node JS',Michaella Wheelan,Intern,2024-04-03T10:52:22Z,66137d41e10537e740772b74
6613824114564315c840208a,'Node JS',Eddie Rattenbury,Intern,2024-04-27T18:19:51Z,66137d41e10537e740772b7c
6613824114564315c8402088,'Security Testing',Kettie Gadie,Intern,2024-05-25T15:34:11Z,66137d41e10537e7e7de053f
6613824114564315c8402096,'SQL',Laraine O'Driscoll,Intern,2024-05-05T20:07:55Z,66137d41e10537e770366046
6613824114564315c8402094,ADF',Lowell Skyrme,Intern,2024-04-15T21:06:42Z,66137d41e10537e752949df2
6613824114564315c840208e,'Git & Version Control',Bonni Fforde,Intern,2024-05-22T10:31:38Z,66137d41e10537e7c52101ef
6613824114564315c8402089,'UI / UX Concept Figma',Cordey Pennazzi,Intern,2024-05-24T09:22:52Z,66137d41e10537e8a3bcefb0
6613824114564315c840208c,'Software Components',Niven Beining,Intern,2024-05-11T13:58:09Z,66137d41e10537e80c7b84c2
6613824114564315c840208d,'ML Basics',Gabe Turone,Employee,2024-05-11T10:09:31Z,66137d41e10537e82b6ef5a6
6613824114564315c8402093,'Javascript',Dreddy Bennitt,Intern,2024-05-05T23:28:07Z,66137d41e10537e8d6b75c49
6613824114564315c840208a,'Node JS',Carmita McCobb,Employee,2024-05-10T07:07:44Z,66137d41e10537e83cb67292
6613824114564315c8402095,'React JS',Howard Tuddenham,Intern,2024-05-02T15:54:00Z,66137d41e10537e6c405f685
6613824114564315c8402092,'ML Basics',Nan Lantaff,Intern,2024-04-26T23:29:44Z,66137d41e10537e80985c233
6613824114564315c8402097,ADF',Rhetta Atterbury,Intern,2024-04-26T22:50:43Z,66137d41e10537e7a67f3cde
6613824114564315c8402099,'Quality Assurance Basics',Lindy Lynthal,Intern,2024-04-19T20:08:12Z,66137d41e10537e7916ba006
6613824114564315c8402088,'ML Basics',Lavinia Balderstone,Intern,2024-04-10T07:02:29Z,66137d41e10537e841ea2bf4
6613824114564315c840209a,'Javascript',Cleve Mc Gee,Intern,2024-05-13T23:17:47Z,66137d41e10537e6c405f674
6613824114564315c8402085,'ML Basics',Farley Godbold,Intern,2024-04-08T21:34:32Z,66137d41e10537e8928bbda8
6613824114564315c8402095,'DBT',Nollie Tudgay,Employee,2024-05-28T16:10:57Z,66137d41e10537e83cb672a7
6613824114564315c8402097,ADF',Noreen Roon,Intern,2024-04-20T14:48:58Z,66137d41e10537e6f9e784a2
6613824114564315c8402099,'ML Basics',Dolf Shewen,Employee,2024-05-07T09:34:01Z,66137d41e10537e7c28559da
6613824114564315c8402092,'Software Components',Hazel Mendonca,Intern,2024-04-07T04:32:32Z,66137d41e10537e740772b7f
6613824114564315c840208a,ADF',Victoir Sprowles,Intern,2024-04-13T08:31:39Z,66137d41e10537e7a3c97118
6613824114564315c8402089,'Python & Web Scraping',Lamond Esparza,Intern,2024-05-24T19:37:41Z,66137d41e10537e841ea2c00
6613824114564315c840209a,'React JS',Jakie Linstead,Intern,2024-04-23T00:31:48Z,66137d41e10537e7916ba00b
6613824114564315c8402086,'DevOps Operations',Saloma Peracco,Intern,2024-04-22T10:07:41Z,66137d41e10537e80c7b84b8
6613824114564315c8402085,'UI / UX Concept Figma',Charmaine Loiterton,Employee,2024-04-30T17:14:16Z,66137d41e10537e6c405f684
6613824114564315c8402093,ADF',Reinold Dockrill,Intern,2024-05-21T08:03:22Z,66137d41e10537e6dda6ca50
6613824114564315c8402085,'OS & Networking',Levy Armatidge,Employee,2024-05-23T07:36:09Z,66137d3ce10537e70a816aa3
6613824114564315c840208f,'Node JS',Fiorenze McVeagh,Employee,2024-05-08T17:35:21Z,66137d41e10537e72c30ffbd
6613824114564315c840208a,'SQL',Arabele Pavlishchev,Intern,2024-05-16T23:09:18Z,66137d41e10537e770366058
6613824114564315c8402098,'SQL',Ogdan Lardeux,Intern,2024-04-09T00:58:19Z,66137d41e10537e6f9e78499
6613824114564315c8402099,'HTML & CSS',Rolando Croston,Employee,2024-05-07T16:49:15Z,66137d41e10537e7a3c97124
6613824114564315c8402094,'ML Basics',Joby Darrel,Intern,2024-05-06T23:56:09Z,66137d41e10537e7b003c574
6613824114564315c8402096,'React JS',Raynell McGaugey,Employee,2024-04-22T03:50:19Z,66137d41e10537e752949df0
6613824114564315c8402087,'Typescript',Ravid Antoniat,Intern,2024-04-08T03:47:38Z,66137d41e10537e6c405f670
6613824114564315c8402094,'React JS',Leon Sharphouse,Intern,2024-05-25T20:25:05Z,66137d41e10537e73df51f4f
6613824114564315c8402091,'DevOps Operations',Alessandro Drillingcourt,Intern,2024-05-09T05:01:44Z,66137d41e10537e83e6ca324
6613824114564315c840208f,'DBT',Caldwell Lander,Intern,2024-04-18T21:21:44Z,66137d41e10537e7916b9ffc
6613824114564315c8402088,'DBT',Johan Bourhill,Intern,2024-05-31T13:34:45Z,66137d41e10537e8928bbdb1
6613824114564315c840208c,'Data Warehouse - ETL,Ira Vooght,Intern,2024-05-15T19:52:33Z,66137d41e10537e8d6b75c2a
6613824114564315c8402099,ADF',Wini Bridgett,Intern,2024-05-04T06:35:19Z,66137d41e10537e73df51f4b
6613824114564315c8402085,'DBT',Granthem Bugby,Employee,2024-04-14T23:27:35Z,66137d41e10537e7a67f3ce1
6613824114564315c8402094,'Typescript',Mildred Ruthen,Intern,2024-04-16T00:11:01Z,66137d41e10537e72c30ffaf
6613824114564315c8402097,'DBT',Irvin Fay,Intern,2024-05-01T16:10:00Z,66137d41e10537e6dda6ca63
6613824114564315c8402093,'Power BI',Augustina Lipp,Intern,2024-05-13T19:48:59Z,66137d41e10537e6f9e784a0
6613824114564315c8402089,'SQL',Margarette Bunting,Intern,2024-05-13T02:29:37Z,66137d41e10537e7916ba00d
6613824114564315c840208e,'Security Testing',Nikos Sheirlaw,Intern,2024-05-27T18:43:20Z,66137d41e10537e6f9e78497
6613824114564315c840208f,'Security Testing',Susan Pawelec,Intern,2024-05-03T14:24:03Z,66137d41e10537e72c30ffba
6613824114564315c840208b,'React JS',Orelie Meynell,Employee,2024-04-29T05:53:03Z,66137d41e10537e7916b9ff7
6613824114564315c8402090,ADF',Thane Deeprose,Employee,2024-04-16T00:58:42Z,66137d41e10537e83cb67293
6613824114564315c840208a,'Node JS',Cele Cran,Intern,2024-04-19T00:37:44Z,66137d3ce10537e70a816ab5
6613824114564315c8402098,'React JS',Hermine Linebarger,Intern,2024-04-09T12:54:47Z,66137d41e10537e841ea2bf9
6613824114564315c840208b,'Quality Assurance Basics',Lillis Caesman,Employee,2024-04-27T12:20:47Z,66137d41e10537e7c28559d8
6613824114564315c840208b,'Analytics & Reporting',Ferguson Bullcock,Intern,2024-04-26T12:50:54Z,66137d41e10537e8c57ab212
6613824114564315c840208b,'Typescript',Raphael Way,Employee,2024-05-10T01:57:10Z,66137d41e10537e841ea2bf5
6613824114564315c840208c,'ML Basics',Alexander Chancellor,Employee,2024-04-15T08:31:56Z,66137d41e10537e7a67f3ce0
6613824114564315c840208d,'ML Basics',Prisca Ankrett,Intern,2024-05-18T23:58:15Z,66137d41e10537e8c57ab208
6613824114564315c840208a,'SQL',Lydon Prazer,Intern,2024-04-13T00:58:12Z,66137d41e10537e875099a5a
6613824114564315c8402093,'React JS',Charis Vallery,Intern,2024-05-14T08:35:13Z,66137d41e10537e6d7ef1054
6613824114564315c840208a,'DBT',Suzy Bragginton,Intern,2024-04-02T22:03:39Z,66137d41e10537e73df51f4e
6613824114564315c8402090,ADF',Coralyn Sandifer,Intern,2024-05-15T11:48:21Z,66137d41e10537e71b41a8aa
6613824114564315c840208c,'Git & Version Control',Henrietta Flewan,Employee,2024-04-06T08:20:48Z,66137d41e10537e6d7ef105a
6613824114564315c840208d,'UI / UX Concept Figma',Tobias Fillon,Employee,2024-05-17T01:20:31Z,66137d41e10537e71b41a89e
6613824114564315c840208d,'DevOps Operations',Elihu Bahia,Intern,2024-05-31T04:43:13Z,66137d41e10537e6dda6ca63
6613824114564315c840208c,'Node JS',Correy Olenichev,Intern,2024-04-15T09:47:35Z,66137d41e10537e7e7de0549
6613824114564315c8402086,'OS & Networking',Riley Bonnin,Intern,2024-05-07T20:37:57Z,66137d41e10537e8c57ab202
6613824114564315c8402098,'DBT',Giacinta Duckworth,Employee,2024-05-19T06:56:31Z,66137d41e10537e7c28559d4
6613824114564315c840209a,'OS & Networking',Wenona Bisco,Employee,2024-05-17T16:06:24Z,66137d41e10537e73df51f4a
6613824114564315c8402085,'DBT',Tiphani Golsthorp,Employee,2024-05-03T09:46:09Z,66137d41e10537e7a67f3cdc
6613824114564315c8402097,'Data Warehouse - ETL,Rouvin Labden,Intern,2024-04-10T22:14:26Z,66137d41e10537e82b6ef5c4
6613824114564315c840208d,'Node JS',Jayson Mitchelson,Employee,2024-05-17T12:18:50Z,66137d41e10537e83e6ca333
6613824114564315c8402093,'Python for DS',Nikolas Jerson,Intern,2024-04-10T06:04:37Z,66137d41e10537e7714b1e8c
6613824114564315c8402093,'SQL',Katerine Scane,Intern,2024-05-14T20:14:53Z,66137d41e10537e7a3c97126
6613824114564315c840208d,'Quality Assurance Basics',Augusta Rome,Employee,2024-05-10T00:21:16Z,66137d41e10537e740772b72
6613824114564315c840208f,'ML Basics',Aindrea Gallop,Intern,2024-05-20T17:22:41Z,66137d3ce10537e70a816aa6
6613824114564315c8402091,'SQL',Gwendolen Derkes,Intern,2024-04-02T15:11:31Z,66137d41e10537e7916ba008
6613824114564315c840208b,'Python for DS',Loleta Drinan,Employee,2024-04-15T11:46:24Z,66137d41e10537e83e6ca327
6613824114564315c840208e,'Node JS',Borden Bernhardt,Intern,2024-05-30T06:14:35Z,66137d41e10537e7b003c573
6613824114564315c8402098,'Quality Assurance Basics',Marsh Sterndale,Intern,2024-05-27T12:26:57Z,66137d41e10537e80c7b84bd
6613824114564315c8402090,'Python for DS',Marlee Burdekin,Intern,2024-05-15T10:39:33Z,66137d41e10537e7c52101ef
6613824114564315c8402087,'Node JS',Concordia Elsmore,Intern,2024-04-19T14:30:28Z,66137d41e10537e72c30ffbc
6613824114564315c8402094,'ML Basics',Chelsy Seaton,Employee,2024-04-30T01:41:52Z,66137d41e10537e752949de5
6613824114564315c8402096,ADF',Tripp Hardy-Piggin,Employee,2024-04-02T23:01:42Z,66137d3ce10537e70a816ab6
6613824114564315c840208f,'React JS',Jody Colbridge,Employee,2024-04-30T00:17:37Z,66137d41e10537e7916ba00f
6613824114564315c840208c,'Security Testing',Alexis Crouch,Intern,2024-05-23T01:24:09Z,66137d41e10537e8c57ab1fc
6613824114564315c840208e,ADF',Malanie Roblett,Intern,2024-04-06T16:55:06Z,66137d3ce10537e85f4fe2d4
6613824114564315c8402096,'Python & Web Scraping',Ira Dyball,Intern,2024-04-30T21:56:26Z,66137d41e10537e7c28559e0
6613824114564315c8402097,'DBT',Kandy Westman,Intern,2024-05-16T12:49:49Z,66137d41e10537e82b6ef5be
6613824114564315c8402098,'Typescript',Willow Coode,Intern,2024-05-27T14:06:43Z,66137d41e10537e83cb6729c
6613824114564315c840208c,'UI Path / Microsoft Power Automate',Christean Landes,Intern,2024-04-03T09:50:08Z,66137d41e10537e8c57ab219
6613824114564315c8402088,'Git & Version Control',Riccardo Aleevy,Intern,2024-05-24T07:42:54Z,66137d41e10537e82b6ef5b1
6613824114564315c840208d,'Data Warehouse - ETL,Desmond Kellough,Intern,2024-04-15T13:38:00Z,66137d41e10537e875099a58
6613824114564315c840208f,'Python & Web Scraping',Alverta Vasyutochkin,Intern,2024-04-10T01:49:46Z,66137d41e10537e7b003c572
6613824114564315c840208f,'Node JS',Godfry Toope,Employee,2024-05-22T17:23:35Z,66137d3ce10537e85f4fe2db
6613824114564315c840208d,'HTML & CSS',Ethe Girodier,Intern,2024-04-24T17:13:52Z,66137d41e10537e7714b1e7d
6613824114564315c840208f,'SQL',Lindy Baus,Intern,2024-05-18T10:22:31Z,66137d41e10537e7916ba012
6613824114564315c8402088,'Power BI',Merna Lutas,Intern,2024-05-14T07:54:03Z,66137d41e10537e83e6ca33d
6613824114564315c840208e,'Node JS',Abigael Ganter,Intern,2024-04-14T08:47:46Z,66137d41e10537e875099a56
6613824114564315c840208b,'Git & Version Control',Neall Banasevich,Employee,2024-05-30T05:56:55Z,66137d41e10537e6dda6ca50
6613824114564315c840209a,'Power BI',Saunderson Breakey,Employee,2024-04-06T04:59:30Z,66137d41e10537e82b6ef5c1
6613824114564315c8402090,'OS & Networking',Gerard Gahan,Employee,2024-05-04T19:01:45Z,66137d41e10537e6dda6ca59
6613824114564315c840208c,'Power BI',Jamie Goatcher,Intern,2024-04-22T15:17:49Z,66137d41e10537e8c57ab216
6613824114564315c8402092,ADF',Geno Thomkins,Intern,2024-04-18T18:10:49Z,66137d41e10537e73df51f4a
6613824114564315c8402097,'Python for DS',Eddy Kleis,Intern,2024-05-23T14:15:03Z,66137d41e10537e8928bbda9
6613824114564315c840208c,'Python & Web Scraping',Shelley Wrenn,Intern,2024-05-19T00:33:05Z,66137d41e10537e7c52101f0
6613824114564315c8402093,ADF',Ritchie Arnopp,Employee,2024-04-15T12:25:13Z,66137d41e10537e7a3c97121
6613824114564315c8402097,'Security Testing',Nickey Pietrowski,Intern,2024-05-09T01:42:59Z,66137d41e10537e752949dfe
6613824114564315c840208a,'Cloud Platforms',Lauren Christy,Intern,2024-04-11T05:07:00Z,66137d41e10537e6f9e78490
6613824114564315c840208e,'Cloud Platforms',Corissa Sterman,Intern,2024-05-31T08:46:58Z,66137d41e10537e72c30ffb7
6613824114564315c8402088,'UI Path / Microsoft Power Automate',Nell Breeze,Intern,2024-05-13T05:31:26Z,66137d41e10537e83e6ca325
6613824114564315c840208b,'DBT',Timmi Beglin,Employee,2024-05-09T11:18:57Z,66137d3ce10537e85f4fe2d5
6613824114564315c8402097,ADF',Pall Demko,Intern,2024-04-13T05:08:16Z,66137d3ce10537e70a816aac
6613824114564315c8402090,'UI / UX Concept Figma',Eloise Du Pre,Intern,2024-05-31T20:02:50Z,66137d41e10537e841ea2c0b
6613824114564315c840208e,ADF',Saundra Jorin,Employee,2024-04-09T14:25:34Z,66137d41e10537e71b41a8ad
6613824114564315c8402096,'Node JS',Simmonds Asbery,Intern,2024-04-01T06:12:41Z,66137d41e10537e752949deb
6613824114564315c840208f,'React JS',Cesaro Hance,Intern,2024-05-25T16:40:48Z,66137d41e10537e8d6b75c4c
6613824114564315c840208e,'Python for DS',Codie Dunkerley,Intern,2024-04-02T13:42:55Z,66137d41e10537e752949df9
6613824114564315c840208e,'Data Warehouse - ETL,Doralynn Dedrick,Employee,2024-05-26T02:31:01Z,66137d3ce10537e85f4fe2cf
6613824114564315c8402088,ADF',Bentley Matton,Intern,2024-05-10T12:49:18Z,66137d41e10537e6dda6ca5c
6613824114564315c8402093,'React JS',Max Dearnaley,Intern,2024-05-07T08:22:27Z,66137d41e10537e6c405f678
6613824114564315c8402093,'React JS',Reeva Crombie,Intern,2024-05-08T19:25:15Z,66137d41e10537e841ea2bfc
6613824114564315c840209a,ADF',Cairistiona Christoffersen,Intern,2024-04-13T17:21:23Z,66137d41e10537e83e6ca337
6613824114564315c840208f,'Data Warehouse - ETL,Claudianus MacNulty,Intern,2024-05-16T11:17:03Z,66137d41e10537e7e7de0538
6613824114564315c8402098,'Data Warehouse - ETL,Fulton Hurlston,Employee,2024-04-22T05:36:10Z,66137d41e10537e71b41a8af
6613824114564315c840208d,'SQL',Ruby Fullerton,Intern,2024-04-17T00:16:48Z,66137d41e10537e8a3bcefbc
6613824114564315c840208e,'ML Basics',Katalin Bufton,Intern,2024-04-18T02:58:07Z,66137d41e10537e71b41a8ad
6613824114564315c840208d,'Node JS',Jeth Summerly,Intern,2024-05-19T00:52:18Z,66137d41e10537e875099a44
6613824114564315c840208a,'Analytics & Reporting',Moyna Dannell,Employee,2024-05-03T11:47:42Z,66137d41e10537e7a67f3ce1
6613824114564315c8402090,'DevOps Operations',Fayth Kenwood,Employee,2024-04-23T16:34:01Z,66137d41e10537e83cb67293
6613824114564315c840208b,'HTML & CSS',Corinna Dongles,Intern,2024-05-02T12:26:28Z,66137d41e10537e6c405f685
6613824114564315c840208d,'Git & Version Control',Aeriela Bladen,Intern,2024-05-27T20:18:35Z,66137d41e10537e6d7ef105e
6613824114564315c8402094,'SQL',Anderea Bront,Intern,2024-04-27T23:23:04Z,66137d41e10537e875099a51
6613824114564315c8402087,'UI / UX Concept Figma',Joela Ainley,Employee,2024-05-16T06:59:13Z,66137d41e10537e8928bbda9
6613824114564315c8402092,'UI Path / Microsoft Power Automate',Kippie Ashment,Intern,2024-05-04T08:11:17Z,66137d41e10537e8d6b75c27
6613824114564315c8402089,'UI Path / Microsoft Power Automate',Tiffani Ryburn,Intern,2024-05-02T23:52:29Z,66137d41e10537e77036603d
6613824114564315c8402097,ADF',Galen Wey,Intern,2024-05-29T20:32:09Z,66137d3ce10537e85f4fe2e2
6613824114564315c8402087,'Python for DS',Lisbeth Ducker,Intern,2024-05-15T01:33:34Z,66137d3ce10537e70a816ab3
6613824114564315c840208f,ADF',Charmion Mapledoram,Employee,2024-05-11T17:16:53Z,66137d41e10537e7e7de052e
6613824114564315c8402090,'Cloud Platforms',Sunny Pedrocchi,Intern,2024-04-19T09:55:39Z,66137d41e10537e8b1b75e33
6613824114564315c8402098,'UI Path / Microsoft Power Automate',Christoper Dawes,Intern,2024-05-24T23:33:20Z,66137d41e10537e7916b9ffe
6613824114564315c840208b,'React JS',Iona Bernetti,Employee,2024-04-16T05:51:39Z,66137d41e10537e80985c231
6613824114564315c840208f,'React JS',Jacky Bishopp,Intern,2024-05-09T06:58:18Z,66137d41e10537e83e6ca333
6613824114564315c8402090,'DBT',Ab Ellesmere,Intern,2024-04-08T13:30:33Z,66137d41e10537e6c405f688
6613824114564315c8402090,'Python for DS',Dionisio Ridesdale,Employee,2024-05-02T13:31:06Z,66137d41e10537e83e6ca33f
6613824114564315c8402099,'React JS',Rosalia Philipeau,Intern,2024-04-06T05:13:40Z,66137d41e10537e73df51f3e
6613824114564315c840208c,'ML Basics',Valentino Hustler,Intern,2024-04-02T04:16:52Z,66137d41e10537e80985c22f
6613824114564315c8402085,'UI / UX Concept Figma',Nikita Vel,Intern,2024-04-02T18:10:57Z,66137d41e10537e752949df1
6613824114564315c8402092,'ML Basics',Papageno Habbin,Employee,2024-04-17T12:51:13Z,66137d41e10537e740772b86
6613824114564315c8402086,'Node JS',Truda Lindermann,Intern,2024-04-30T12:33:26Z,66137d41e10537e8928bbdaa
6613824114564315c840208f,'Software Components',Buddy Jakoubec,Intern,2024-04-04T17:12:11Z,66137d41e10537e77036604d
6613824114564315c8402091,'OS & Networking',Floria Hatter,Intern,2024-05-14T00:03:38Z,66137d41e10537e8a3bcefbe
6613824114564315c840208e,'ML Basics',Vannie Yanyshev,Intern,2024-04-28T03:42:29Z,66137d41e10537e8d6b75c28
6613824114564315c840209a,'Node JS',Tiebold Scurfield,Employee,2024-05-20T16:29:12Z,66137d41e10537e7c28559dd
6613824114564315c840208b,'Data Warehouse - ETL,Nathaniel Jentgens,Intern,2024-05-15T04:04:45Z,66137d41e10537e752949df6
